Name,Country,Age,Gender,Account_Creation_Year,Minutes_Spent
Charlotte Curtis,Cocos (Keeling) Islands,39,Non-binary,2022,118
Richard Quinn,Monaco,34,Male,2017,416
Matthew Rogers,Iran,36,Male,2020,7
Jennifer Sullivan,Aruba,33,Male,2011,167
Lucas Dominguez,Korea,45,Non-binary,2023,101
Aimee Hopkins,Mongolia,54,Non-binary,2023,205
James Roth,Norway,51,Female,2014,366
Mercedes Hernandez,Reunion,63,Female,2012,0
Michele Johnson,Northern Mariana Islands,39,Male,2018,454
Victoria Montoya,Chad,38,Female,2017,356
Cameron Villarreal,Kenya,35,Female,2013,230
Andrea Hamilton,South Africa,41,Female,2019,227
Joseph Burns,Oman,28,Non-binary,2023,34
Kathryn Lamb,United States of America,49,Female,2017,63
Angela Owens,Costa Rica,50,Female,2015,302
Julie Davis,Albania,47,Non-binary,2010,2
Nicole Adams,Ireland,54,Non-binary,2021,272
Kimberly Williams,Saint Barthelemy,46,Male,2023,372
Ruth Thomas,Monaco,47,Female,2022,418
Matthew Martinez,Cambodia,23,Female,2013,171
Timothy Thompson,Cayman Islands,42,Non-binary,2013,238
Noah Lucas,Maldives,52,Non-binary,2021,437
Dale Johnson,Iran,26,Male,2016,224
Tammy Reynolds,Barbados,25,Non-binary,2020,275
Barbara Martinez,Uganda,20,Non-binary,2017,119
Mariah Mendoza,Qatar,24,Female,2011,393
Marcus Bennett,Paraguay,54,Female,2010,372
Colleen Becker,United Kingdom,31,Female,2019,202
Rachel Ortiz,Portugal,37,Male,2017,348
Lindsey Watson,Eritrea,54,Male,2015,379
Alicia Key,Venezuela,47,Non-binary,2016,44
Laura Glover,Zambia,57,Female,2016,486
Lisa Garner,Costa Rica,45,Male,2021,315
Daniel Robinson,Svalbard & Jan Mayen Islands,20,Non-binary,2014,166
Joel Lara,Indonesia,63,Non-binary,2018,243
Michele Campbell,Liberia,36,Non-binary,2015,59
Ana Lopez,Djibouti,34,Male,2018,224
Michelle Wright,United Arab Emirates,15,Male,2020,138
Jean Harris,Latvia,50,Male,2021,312
Mary Garcia,Haiti,44,Male,2014,261
Debra Gonzales,Tunisia,53,Male,2022,12
Rodney Stokes,Spain,54,Female,2017,37
Shannon Duncan,Congo,16,Male,2022,200
Eric Gutierrez,Ethiopia,13,Female,2023,277
Jennifer Sims,Lebanon,65,Female,2019,53
Joseph Wright,Togo,14,Female,2016,429
Rebecca Lopez,Argentina,29,Male,2012,210
Dr. Courtney Roman,Nicaragua,42,Male,2015,274
Tara Anderson,Gabon,55,Male,2011,34
Brandon Simon,Holy See (Vatican City State),27,Female,2021,83
Casey Pratt,Guadeloupe,24,Male,2015,176
Ryan Lambert,Costa Rica,36,Non-binary,2016,298
Christopher Barron,Lao People's Democratic Republic,43,Female,2022,377
Ricky Sanders,Colombia,49,Male,2011,177
Joel Mills,Pitcairn Islands,18,Male,2015,248
Jesse Miller,Eritrea,52,Female,2020,310
James Green,Bermuda,34,Non-binary,2019,216
Laura Martinez,Eritrea,63,Female,2017,309
Jennifer George,Sudan,13,Male,2016,265
Rose Walker,Saint Helena,62,Female,2023,445
Michelle Stone,Turkmenistan,59,Non-binary,2015,397
Amy Bell,Madagascar,37,Female,2022,251
Brenda Quinn,Eritrea,58,Female,2023,428
Sue Gates,Armenia,40,Non-binary,2023,232
Deborah Johnson,Heard Island and McDonald Islands,49,Female,2016,86
Jose Jones,Bhutan,29,Male,2013,75
Angela Reynolds,Mayotte,36,Female,2014,42
Charles Logan,Isle of Man,36,Male,2013,42
Jennifer Flowers,Mauritania,34,Non-binary,2012,312
Clayton Brown,Turks and Caicos Islands,42,Female,2023,483
Michael Martinez,Sri Lanka,44,Non-binary,2015,480
Danielle Moran DDS,Kiribati,44,Non-binary,2019,345
Eric Moore,Botswana,60,Male,2018,202
Albert Williams,Grenada,17,Non-binary,2010,258
Anthony Edwards,Nicaragua,15,Non-binary,2012,469
Michael Webb,Ukraine,14,Female,2013,48
Johnny Maldonado,Kenya,44,Non-binary,2017,252
William Williams,Afghanistan,52,Female,2014,493
Heather Campbell,Brunei Darussalam,55,Male,2015,49
Dustin Davis,Turks and Caicos Islands,29,Non-binary,2010,499
Mr. Michael Gibson,Zimbabwe,13,Male,2016,310
Linda Gardner,Colombia,39,Female,2014,103
Robert Morgan,United States of America,63,Male,2022,467
Mark Wheeler,Honduras,61,Male,2015,304
Billy Daniel,North Macedonia,58,Female,2011,265
Daniel Larsen,Congo,28,Female,2017,325
Cindy Perez,Turks and Caicos Islands,60,Male,2019,344
James Chandler,Bolivia,29,Female,2011,463
Erin Crawford,Slovenia,33,Female,2011,315
Ryan Pham,Suriname,23,Male,2015,177
Jeffrey Patterson,Germany,64,Female,2018,72
Jordan Barron DDS,Antarctica (the territory South of 60 deg S),50,Male,2020,174
Robert Hensley,Timor-Leste,63,Male,2011,19
Elizabeth Neal,Suriname,30,Male,2010,56
Kari Smith,Philippines,17,Female,2017,409
Amanda Buck,British Indian Ocean Territory (Chagos Archipelago),35,Male,2017,19
Robert Williamson,Martinique,40,Female,2013,208
Miranda Hunt,Tokelau,31,Non-binary,2011,357
Nicholas Ayala,Tunisia,36,Male,2023,221
Ms. Shelly Deleon DVM,Peru,22,Female,2012,396
Luke Wilson,Guinea,32,Male,2022,263
Ricardo Smith,United States Minor Outlying Islands,41,Non-binary,2018,379
Kathleen Haley,Kyrgyz Republic,53,Female,2011,105
Ashley Charles,Holy See (Vatican City State),35,Male,2013,360
Danielle Diaz,Zimbabwe,55,Female,2016,309
Alicia Newton,Chile,25,Female,2023,451
Melissa Walker,Qatar,26,Male,2010,411
Tanya Wilson,Uruguay,52,Female,2016,193
Jermaine Lee,Nauru,50,Non-binary,2021,127
Lori Lopez,Nicaragua,60,Male,2013,352
Shannon Williams,Ecuador,24,Female,2011,378
Joanne Castro,Ethiopia,49,Male,2017,397
David Duncan,South Africa,30,Female,2016,6
Thomas Moore,Malta,42,Female,2018,379
Zachary Wiley,Croatia,21,Female,2023,17
Richard Mcgee,Cambodia,22,Female,2018,288
Cynthia Johnson,Kazakhstan,15,Female,2016,290
Benjamin Medina,Finland,35,Female,2015,346
Ryan Rose,Barbados,54,Female,2012,470
Albert Bautista,Comoros,14,Non-binary,2012,322
Sabrina Conner,Tajikistan,57,Female,2010,7
Jaime Murphy,Yemen,53,Female,2023,3
Timothy Mccormick,Bangladesh,22,Male,2016,447
Clinton Johnson,Singapore,52,Male,2022,443
Lauren Coleman,Greenland,47,Female,2015,334
Laurie Wilson,Nicaragua,49,Male,2018,112
Kerry Johnson,Sao Tome and Principe,55,Male,2018,79
Jessica Baker,Martinique,65,Male,2019,39
Alison Acosta,Kuwait,59,Non-binary,2010,3
Douglas Marshall,Reunion,23,Non-binary,2010,315
Megan Smith,Martinique,25,Male,2012,4
Scott Roberts,Austria,30,Male,2017,445
Zachary Blankenship,Montserrat,64,Male,2017,328
Mr. Chase Lee,Costa Rica,26,Non-binary,2020,241
Elizabeth Clark,Monaco,19,Female,2023,31
Curtis Miller,Mali,37,Female,2011,252
Keith Fisher,Morocco,38,Female,2014,456
Timothy Wheeler,Madagascar,56,Non-binary,2012,23
Kimberly Cochran,Reunion,31,Male,2014,255
Amanda Mcmillan,Honduras,49,Male,2016,412
Matthew Dunlap,Oman,20,Female,2013,409
David Lambert,Timor-Leste,13,Female,2012,334
Gerald Moreno,Cape Verde,23,Female,2012,292
Kelly Ayala,Burundi,55,Female,2017,61
Michael Miles,Djibouti,39,Male,2022,302
Jennifer Jones,Guyana,40,Non-binary,2017,259
Stephen Thompson,Tunisia,29,Non-binary,2019,204
Krista Roberts,Mongolia,57,Female,2016,201
Veronica Francis,Fiji,56,Male,2022,451
Abigail Kirk,Norway,19,Male,2021,465
William Gray,Israel,13,Non-binary,2017,496
Troy Mccarty,Kazakhstan,56,Female,2011,383
Jessica Clements,Sweden,23,Non-binary,2011,327
Christopher Hernandez,Barbados,50,Male,2011,273
Sarah Mcgee,Djibouti,14,Female,2021,173
Madison Guzman,Poland,26,Male,2016,366
Erica Carpenter,Mali,62,Female,2023,395
Jessica Townsend,Suriname,50,Non-binary,2011,427
Heather Johnson,Maldives,24,Male,2013,439
William Dawson,Liberia,26,Male,2011,334
Tammy King,Tokelau,14,Non-binary,2019,81
Kayla Trujillo,Portugal,35,Female,2019,315
Mark Compton,Morocco,41,Female,2020,488
Ashley Richards,Egypt,32,Male,2020,302
Sheila Maddox,Niger,17,Female,2016,440
Kaitlyn Lopez,Aruba,30,Non-binary,2013,65
Scott Marshall,Denmark,44,Female,2014,269
Deanna Bell,Sri Lanka,62,Non-binary,2018,351
Manuel Day,Sierra Leone,59,Female,2013,316
Christina Hernandez,Chile,49,Non-binary,2013,484
Daniel Joseph,Turkey,45,Non-binary,2014,145
Christina Mcdowell,El Salvador,29,Female,2015,81
Keith Calderon,Pakistan,50,Male,2018,222
Tracy Ramirez,Guinea-Bissau,17,Non-binary,2010,435
Daniel Dickson,Trinidad and Tobago,30,Non-binary,2020,323
Matthew Alvarado,Antigua and Barbuda,43,Male,2015,355
Maria Martin,Tokelau,28,Non-binary,2021,141
David Kennedy,Netherlands Antilles,30,Male,2023,213
Brittany Wilson,Central African Republic,22,Non-binary,2015,271
Bobby House,Finland,41,Male,2012,292
James Jones,American Samoa,54,Male,2016,235
Amanda Weaver,Gabon,27,Female,2016,221
Michael Kelly,Brazil,43,Female,2013,223
Ann Hall,Benin,19,Male,2011,69
Matthew Woodward,Switzerland,37,Female,2011,486
Robert Cain,Azerbaijan,30,Male,2016,251
Jerry Thomas,Pitcairn Islands,40,Female,2016,184
Sarah Romero,Puerto Rico,40,Female,2017,88
Julia Armstrong,Chile,54,Non-binary,2017,59
Pamela Martinez,Czech Republic,47,Female,2017,98
Ryan Miller MD,Mozambique,30,Female,2015,365
Gary Hull,Maldives,35,Female,2011,192
Ashley Oconnor,Guinea-Bissau,23,Non-binary,2022,70
Adam Powers,Kuwait,17,Male,2022,164
William Massey,Jamaica,14,Non-binary,2020,345
Keith Prince,Zimbabwe,24,Female,2021,210
Travis Mendez,Venezuela,34,Non-binary,2011,400
Morgan Thornton,Israel,52,Female,2012,17
Christopher Bennett,Croatia,52,Non-binary,2016,146
Brianna Stephens,Cameroon,60,Male,2017,233
Lori Bruce,Niue,17,Female,2023,366
Jacob Delgado,Falkland Islands (Malvinas),23,Male,2010,449
Joshua Mejia,North Macedonia,58,Female,2019,81
Lisa Smith,Jersey,63,Male,2023,44
Joshua Morales,Qatar,54,Non-binary,2010,211
Tiffany Mills,Niue,58,Non-binary,2018,151
Chris Moore,Indonesia,16,Non-binary,2019,397
Donna Smith,Faroe Islands,22,Non-binary,2011,336
Donald Blake,Luxembourg,17,Non-binary,2019,24
Shannon Watts,Panama,37,Female,2013,151
Dorothy Blankenship,Tanzania,46,Non-binary,2014,198
Brandon Davis,Western Sahara,29,Non-binary,2015,146
Jaime Maddox,Georgia,48,Male,2023,478
Tracey Jenkins,Cocos (Keeling) Islands,24,Female,2011,370
Elizabeth Solis,Finland,28,Male,2012,314
Thomas Hall,Rwanda,18,Male,2016,180
Joan Stuart,China,64,Female,2014,85
Kristen Miller,Gambia,42,Male,2020,177
Lauren Richardson,Western Sahara,15,Non-binary,2010,128
Chad Cameron,Cook Islands,23,Non-binary,2020,157
Howard Sullivan,Luxembourg,23,Male,2020,403
Michael Watson,Korea,25,Female,2018,274
Amanda Garcia,Estonia,18,Male,2023,17
Steven Robinson,Uruguay,42,Female,2018,139
Allen Thomas,Serbia,54,Male,2020,356
David Conrad,Haiti,22,Male,2017,159
Michael Diaz DVM,Papua New Guinea,47,Non-binary,2020,361
Bobby Rowe,Uruguay,43,Female,2022,85
John Watson,Bosnia and Herzegovina,37,Non-binary,2018,374
William Harper,Antigua and Barbuda,59,Male,2020,235
Daisy Robinson,Germany,22,Male,2023,178
Elizabeth Brown,Isle of Man,43,Female,2013,360
Rachael Bond,Gambia,34,Non-binary,2021,52
Shawn Evans,Lebanon,22,Male,2021,107
Chase Stewart,Bermuda,40,Non-binary,2014,269
Cathy Phillips,Australia,56,Non-binary,2021,16
Marcus Yang,Uzbekistan,62,Non-binary,2011,162
Anthony Garcia,Mongolia,26,Non-binary,2017,450
James Ramos,Sweden,46,Female,2010,242
Zachary Martin,Oman,30,Non-binary,2012,272
Jose Beasley,Saint Helena,25,Female,2012,164
Jesus Jones,Turks and Caicos Islands,43,Female,2020,205
Erika Garza,Micronesia,48,Non-binary,2019,27
Curtis Dennis,Costa Rica,36,Female,2022,181
Stephen Mullins,Malta,44,Male,2018,491
Alyssa Anderson,Swaziland,19,Non-binary,2010,235
Rhonda Young,Gibraltar,22,Non-binary,2011,324
Christopher Stewart,Kiribati,56,Non-binary,2020,422
Michelle Mercado,Malta,19,Female,2010,108
Kathy Lucas,Saudi Arabia,50,Male,2018,447
Charles Jones,Burkina Faso,53,Male,2018,173
Crystal Singh,Malaysia,25,Female,2022,53
Michelle Guzman,Vietnam,15,Female,2022,111
Gina Mccullough,Ukraine,32,Male,2022,3
James Rollins,Mauritania,29,Female,2012,405
Christian Johnston,Northern Mariana Islands,19,Male,2013,167
Adam Hansen,Turkey,59,Female,2020,257
Carlos Boone,Turkey,57,Non-binary,2016,157
Kristin Hughes,United Arab Emirates,21,Male,2017,110
Jeffrey Bush,Cayman Islands,28,Female,2012,213
Melvin Gray,Madagascar,45,Male,2018,239
Frank Rollins,Guinea-Bissau,31,Male,2011,165
Danielle Wallace,Equatorial Guinea,21,Male,2011,242
Jason Davis,Lao People's Democratic Republic,28,Male,2011,416
Connie Murphy,Comoros,38,Non-binary,2023,238
Lisa Smith,Switzerland,19,Non-binary,2012,88
Anthony Baker,Ethiopia,24,Non-binary,2016,301
Ms. Tara Parker,Bangladesh,16,Non-binary,2018,381
Jenna Nelson,Jamaica,52,Female,2021,110
Jason Flores,Jersey,52,Non-binary,2018,103
William Dixon,Mexico,60,Female,2014,263
Michael Nelson,Finland,24,Non-binary,2013,494
Natalie Moses,Macao,14,Non-binary,2021,301
Joseph Welch,Singapore,44,Female,2012,403
David Campbell,San Marino,33,Female,2020,153
Kristy Day,Tuvalu,39,Non-binary,2011,327
Ms. Elizabeth Silva,Cook Islands,45,Female,2019,144
Jennifer Davis,Senegal,52,Female,2021,304
Tyler Robinson,Lebanon,57,Non-binary,2010,110
Jennifer Macias,Barbados,31,Non-binary,2012,261
Marcus Johnson,Iran,65,Female,2020,161
Carla West,Guatemala,50,Female,2023,203
Sabrina Young,Falkland Islands (Malvinas),22,Male,2015,431
Meredith Shaw,Norway,14,Non-binary,2020,321
Dominique Walker,Malta,32,Male,2022,18
David Navarro,Afghanistan,46,Male,2010,67
Robin Yates,Ghana,26,Female,2019,219
William Miller,Cuba,14,Female,2022,114
Luke Acosta,Saudi Arabia,63,Male,2015,134
David Conway DDS,Pitcairn Islands,26,Female,2010,305
Danny Aguilar,Kiribati,55,Male,2019,36
Terry Decker,Hong Kong,14,Male,2020,40
Michael Sanchez,Mauritius,16,Non-binary,2010,436
Joshua Cox,Christmas Island,49,Non-binary,2011,226
David Ross,Korea,45,Male,2023,430
Felicia Vega,Philippines,15,Male,2010,178
Isaac Palmer,Indonesia,58,Female,2013,285
Jessica Mathews,Denmark,35,Male,2012,464
Craig Bell,Oman,56,Non-binary,2023,360
Jennifer Bell,Saint Helena,35,Female,2012,54
Joseph Saunders,Holy See (Vatican City State),39,Male,2014,189
Victoria Collins,British Indian Ocean Territory (Chagos Archipelago),57,Non-binary,2017,221
Donald Schmidt,Nigeria,13,Female,2023,38
Mark Gomez,United Kingdom,13,Male,2014,451
Jason Rangel,Egypt,33,Female,2017,54
Kelly Barber,Guatemala,16,Non-binary,2014,100
Angelica Martin,Nauru,49,Female,2021,338
William Phillips,Comoros,56,Male,2018,95
Brittany Walker,Poland,36,Male,2017,290
Cameron Davis,Canada,25,Non-binary,2019,127
Amanda Velazquez,Mozambique,29,Male,2020,13
Michelle Russell,Lesotho,19,Male,2014,387
Ellen Banks,Nigeria,24,Non-binary,2017,260
Colleen Jenkins,Christmas Island,62,Female,2018,174
Charles Kim,Cape Verde,44,Male,2019,388
Tammy Trujillo,Congo,43,Female,2017,133
Anna Carlson,Cuba,48,Male,2015,348
Jennifer Adams,New Zealand,21,Male,2010,343
Mr. Christopher Phelps,Brunei Darussalam,22,Female,2017,131
Max Barton Jr.,Ukraine,57,Non-binary,2023,90
John Jackson,Kenya,23,Non-binary,2011,340
Melissa Anderson,Bulgaria,43,Non-binary,2019,156
Jordan Bennett,Mali,13,Non-binary,2020,433
Kenneth Morales,Reunion,15,Female,2012,98
Mrs. Melissa King,Mexico,60,Female,2016,498
Eric Henry,Micronesia,63,Female,2020,101
Jordan Ellison,Lithuania,13,Female,2021,46
Tyler Johnson,Lao People's Democratic Republic,47,Non-binary,2016,378
Vickie Tanner DVM,Guadeloupe,37,Female,2011,348
Scott Kennedy,Kyrgyz Republic,18,Non-binary,2023,208
Matthew Hernandez,Burkina Faso,41,Non-binary,2022,250
Heather Kennedy,Bangladesh,45,Non-binary,2020,176
Jonathan Brooks,Albania,13,Male,2019,409
Patrick Wade,Sri Lanka,56,Male,2017,381
Adam Lawson,Panama,39,Female,2018,161
William Beck,Guatemala,37,Female,2010,56
John Porter,Madagascar,49,Non-binary,2017,257
Elijah Dalton,Moldova,22,Male,2015,395
James Jackson,Morocco,33,Male,2016,422
Dawn Gaines,Maldives,36,Female,2011,49
Benjamin Frost,American Samoa,62,Female,2011,435
David Chandler,Suriname,56,Male,2019,235
Alejandro Morgan,Pitcairn Islands,20,Male,2013,300
Diana Brown,Germany,26,Non-binary,2016,440
Natalie Wilson,Burundi,43,Non-binary,2010,237
Jennifer Parker,Kuwait,14,Female,2017,3
Marcus Valdez,South Africa,31,Female,2018,456
Devin Wright,Guernsey,33,Male,2021,397
Matthew Wheeler,Mauritius,25,Male,2011,32
David Henson,British Indian Ocean Territory (Chagos Archipelago),65,Non-binary,2014,296
William Tucker,Cote d'Ivoire,47,Male,2011,22
Patrick Martin,French Guiana,29,Non-binary,2020,360
Maria Lowery,Honduras,20,Male,2014,131
Daniel Villarreal,Kazakhstan,32,Female,2021,333
Brittany Copeland,Afghanistan,27,Male,2011,152
Dawn Levy,Saint Helena,43,Male,2019,24
Russell Reid,Bangladesh,36,Female,2018,109
Stacey Moore,Brunei Darussalam,20,Male,2013,14
Pamela Hall,Tonga,64,Female,2011,3
John Stone,Angola,19,Female,2013,138
Alyssa Jacobs,Algeria,55,Female,2020,451
Jack Chan,Tunisia,36,Male,2019,482
Carol Flowers,Dominican Republic,23,Male,2010,187
Mariah Guzman,Cote d'Ivoire,16,Female,2017,218
Amanda Wood,Tunisia,34,Male,2012,113
Ashley Brown,Central African Republic,22,Non-binary,2020,471
Kendra Allen,South Africa,47,Male,2022,99
Cassandra Villegas,Turkey,35,Male,2018,447
Zachary Ortiz,Saint Kitts and Nevis,56,Male,2013,359
Michael Jensen Jr.,Azerbaijan,40,Female,2014,119
Kelly Leach,Peru,60,Male,2016,485
Vanessa Smith,Macao,23,Male,2015,181
Michael Lee,Zimbabwe,53,Female,2022,459
Jennifer Watts,Qatar,32,Male,2016,264
Jordan Thomas,Zimbabwe,31,Non-binary,2018,180
Carmen Galvan,Ecuador,31,Non-binary,2016,205
Michelle Herring,United Kingdom,54,Female,2023,180
Laura Cruz,El Salvador,14,Non-binary,2012,141
Aaron Gonzalez DVM,Somalia,37,Non-binary,2018,96
Rachel Collins,Barbados,22,Non-binary,2015,288
Sandra Warren,Christmas Island,46,Female,2018,185
Rachael Booker,Svalbard & Jan Mayen Islands,16,Female,2018,359
Vickie Garcia,Saint Kitts and Nevis,37,Male,2023,16
Randall Brown,Georgia,13,Female,2012,157
Jeffrey Phillips,Anguilla,36,Non-binary,2016,107
Karen Patel,Kiribati,49,Non-binary,2019,437
Sarah Martinez,Bangladesh,64,Female,2022,223
Brianna Allen,Italy,36,Female,2011,474
Michael Rivers,Australia,49,Female,2021,494
Patrick Lowery,Oman,49,Male,2013,54
Douglas Wells,Bolivia,38,Male,2019,92
Anna Terrell,Cambodia,61,Non-binary,2012,199
Tiffany Stout,Iceland,16,Male,2022,4
Alexandria Dawson,Canada,65,Female,2017,265
Logan Shaw,Niger,32,Non-binary,2020,217
Daniel Burke,Saint Barthelemy,55,Non-binary,2019,3
Matthew Marquez,Ukraine,55,Non-binary,2020,63
Tyler Peterson MD,Tajikistan,24,Non-binary,2020,440
Michael Jensen,Kuwait,31,Female,2015,22
Christopher Webb,Macao,33,Female,2017,312
Kyle Anderson,Northern Mariana Islands,28,Female,2017,198
Kenneth Mills,Finland,50,Female,2021,139
Sean Cox,Iran,63,Non-binary,2017,332
Gabriella Young,Austria,51,Female,2010,235
Matthew Ball,Cocos (Keeling) Islands,33,Non-binary,2018,177
Thomas Frank,Ethiopia,23,Female,2019,87
Jenna Moore,Bouvet Island (Bouvetoya),36,Non-binary,2017,45
Angela Nunez,Saint Pierre and Miquelon,14,Female,2017,458
Elizabeth Smith,Italy,19,Male,2010,306
Charles Johnson II,Tuvalu,25,Male,2017,61
Laura Thompson,Korea,56,Female,2021,38
Christina Wright,Saudi Arabia,35,Male,2016,440
Crystal Hayes,Morocco,31,Non-binary,2010,262
Sandra Jackson,British Virgin Islands,14,Non-binary,2011,223
Jamie Solis,Mozambique,22,Female,2014,352
Oscar Price,Togo,29,Male,2011,175
Jeremy Sharp,Saint Kitts and Nevis,52,Female,2015,383
Mark Harrison,Senegal,36,Non-binary,2010,293
Mary Parks,Lebanon,59,Female,2015,498
Jennifer Knapp,Bolivia,23,Non-binary,2023,415
Tonya Campbell,Tuvalu,19,Female,2011,451
Michael Torres,Libyan Arab Jamahiriya,27,Male,2010,261
Derrick Rodriguez,Oman,28,Non-binary,2021,376
Amber Bowen,Wallis and Futuna,28,Non-binary,2013,124
William Munoz,China,25,Non-binary,2011,78
Jeremy Osborne,United States of America,45,Female,2012,176
Mr. Frederick Anderson DVM,Taiwan,60,Non-binary,2014,308
Patrick George,Lebanon,46,Non-binary,2011,135
Terry Wright,Sudan,33,Male,2018,245
Douglas Downs,Costa Rica,14,Male,2011,79
Danielle Young,Philippines,62,Female,2014,21
Matthew Anderson,Kyrgyz Republic,18,Non-binary,2023,441
Judith Powers,Andorra,65,Female,2011,83
Jill Herman,Angola,36,Male,2017,299
Amber Allen,Andorra,45,Non-binary,2012,294
Amy Estes,Moldova,40,Non-binary,2017,214
Darrell Anderson,Pakistan,62,Male,2018,263
Leslie Sanchez,Monaco,19,Female,2022,492
Thomas Garner,Bahamas,48,Non-binary,2013,69
Andrew Chapman,French Polynesia,43,Non-binary,2023,399
Tina Phillips DDS,Cape Verde,63,Non-binary,2021,103
Monique Michael,Luxembourg,20,Non-binary,2010,155
Nichole Duarte,Romania,65,Non-binary,2020,126
Emily Harris,Guyana,36,Male,2023,78
Victoria Smith,Hungary,39,Non-binary,2014,125
Jennifer Parker,Antarctica (the territory South of 60 deg S),60,Male,2021,346
Jon Martinez,Korea,50,Male,2018,416
Nicholas Walters,Hong Kong,17,Female,2010,191
Brianna Smith,Solomon Islands,45,Non-binary,2013,407
Benjamin Strickland,Mayotte,50,Non-binary,2022,323
Kristin Conley,Central African Republic,52,Female,2012,252
Taylor Rojas,Honduras,51,Non-binary,2010,274
Matthew Bell,France,46,Non-binary,2023,355
Matthew Mitchell,Mauritius,23,Male,2023,323
Michael Dillon,Maldives,34,Male,2016,338
Emma Barnes,Bulgaria,52,Non-binary,2012,192
Emily Marquez,Somalia,25,Non-binary,2019,61
Anthony Mullins,Belgium,21,Non-binary,2015,61
Laurie Martinez,Somalia,44,Non-binary,2018,123
Mrs. Jessica Smith,Wallis and Futuna,63,Female,2019,305
Nancy Roberts,Lao People's Democratic Republic,18,Female,2021,165
Christina Ramos,Turkmenistan,58,Non-binary,2023,187
Jacob Blankenship,Estonia,13,Female,2013,336
Kristi Thomas,New Caledonia,45,Male,2023,393
Mark Phillips,Estonia,58,Non-binary,2015,407
George Leon,Anguilla,19,Non-binary,2018,7
Bryan Johnson,Anguilla,45,Non-binary,2011,379
Erin Nicholson,Belarus,41,Female,2020,41
Richard Ortiz,Liberia,19,Non-binary,2015,100
Anthony Thomas,Syrian Arab Republic,50,Non-binary,2014,496
Alicia Reilly,Mexico,13,Male,2013,191
Craig Jones,Cayman Islands,50,Non-binary,2016,214
John Valdez,Argentina,41,Male,2013,270
Jennifer Humphrey,American Samoa,14,Female,2013,431
Carlos White,Nepal,38,Non-binary,2020,500
Mr. Matthew Welch MD,Kiribati,42,Non-binary,2018,246
Vanessa Keller,Solomon Islands,46,Non-binary,2011,222
Jon Kramer,Argentina,38,Non-binary,2011,412
Troy Reynolds,Sao Tome and Principe,62,Non-binary,2021,341
Ricardo Macdonald,Botswana,24,Female,2010,164
William Jones,Croatia,60,Non-binary,2019,163
Monica Rodriguez,Turkmenistan,31,Non-binary,2015,439
Sarah Buchanan,Mauritania,41,Female,2018,41
Jeremiah Farrell,Cayman Islands,63,Non-binary,2013,122
Emily Moore,Venezuela,25,Male,2017,359
Mrs. Cynthia Brock,Spain,48,Non-binary,2012,71
Mia Lopez,Cook Islands,20,Non-binary,2017,432
Lori Chapman,New Zealand,34,Male,2014,384
Jacqueline Mclean,Guadeloupe,51,Non-binary,2017,287
John Bryant,Denmark,23,Male,2017,206
Amy Koch,Mozambique,43,Female,2019,444
Brenda Zavala,Portugal,32,Non-binary,2017,126
Julie Edwards,Botswana,33,Non-binary,2021,103
Martha Thompson,Anguilla,18,Female,2014,422
Kathleen Brown,Ecuador,26,Female,2018,77
John Smith,Bhutan,63,Female,2011,425
Raymond Simmons,Haiti,58,Male,2019,283
Roger Price,Kiribati,50,Female,2014,162
Nancy Baker,Albania,37,Non-binary,2014,385
Rebecca Green,New Caledonia,55,Female,2014,69
Charles Smith,Micronesia,17,Male,2010,388
Michele Klein,Guyana,57,Male,2012,251
Dr. Lindsey Castro DDS,Guyana,33,Female,2014,188
Michelle Brooks MD,Sudan,26,Female,2013,156
Douglas Gordon,Slovakia (Slovak Republic),39,Female,2022,455
Shawn Fuller,Montenegro,47,Non-binary,2012,88
Yvette Thomas,Guinea,15,Non-binary,2014,58
Michael Frey,Ethiopia,51,Non-binary,2021,376
Sandra Gill,French Southern Territories,36,Non-binary,2022,124
Olivia Richards,Liberia,53,Female,2022,33
Eileen Peterson,Bangladesh,20,Non-binary,2022,106
Sara Smith,Zimbabwe,37,Non-binary,2019,393
Karen Taylor,Panama,31,Male,2020,279
Jennifer Scott,Serbia,43,Non-binary,2010,364
Taylor Goodwin,Sudan,54,Male,2018,355
Johnathan Woods,Azerbaijan,39,Female,2013,444
Monica Day,Burundi,61,Non-binary,2022,52
Shannon Alvarez,Cape Verde,14,Male,2016,312
Kathryn Dawson,Zimbabwe,40,Non-binary,2019,242
Eugene Steele,Niger,42,Non-binary,2017,113
Joann Doyle,Gabon,31,Non-binary,2014,381
Frank Mccarthy,Colombia,25,Male,2021,34
Daniel Collins,Czech Republic,13,Male,2021,120
John Carey,Trinidad and Tobago,51,Female,2019,396
Patricia Craig,Norfolk Island,33,Female,2015,321
Cameron Phillips,Saint Lucia,55,Non-binary,2019,311
Erika Gardner,Albania,64,Female,2011,83
Bethany Jackson,Dominica,63,Non-binary,2016,484
Ashley Grimes,Uzbekistan,45,Male,2021,120
Robert Rice,Turks and Caicos Islands,62,Female,2010,500
David Diaz,Burundi,64,Non-binary,2012,286
Janet Jones,Tunisia,55,Female,2022,447
Katherine Macdonald,Trinidad and Tobago,16,Male,2012,232
Joseph Castaneda,Jamaica,37,Male,2018,69
Kyle Flores,Lebanon,35,Male,2012,495
Matthew Murphy,Myanmar,31,Male,2023,135
Lauren Stone,Montserrat,41,Non-binary,2019,145
